address,Time step,class,class_pred
13MsfekMJEFu85AK83yywhoUm3emXqdeNW,1,0,0
1Lx98YqE2JZKh9LBS8DaWYAmndPTQWvwnR,1,0,0
1ECiy2sQzU67Pv5yUzBDfMifiA3JABqdvA,1,1,0
17e9zPKyJc4xJMvYsDYGUdL5XxRs5a6PKM,1,0,0
1KivbtaccwLtKuVNv8eXvA5bnojSteSd74,1,0,0
1Kfe6Hj8SyhTqssPtQ5KfwBTSKbfeUP9gE,1,0,0
1LhAvrLKTWXgpdnDesa1yMqDhmjL8vKQ54,1,0,0
1DJB1auL9DjndcBgRvmANeft5gA3TufYZk,1,0,0
162pWaBN2uXYkAM8ziBBAk3VE8JdvCUqas,1,1,1
1HSjdLQoW3mV2fHNemwysFmdyCrDhTzhB7,1,1,1
1TYSDizMMepcGuuvnRPhQS7G6KmNyM166,1,1,1
1MwFw3d7DoCMXNhzjdjV86KPbnRJDB5P4E,1,1,1
1JKnVfKtG7rVTMS1N5QxYosZ1Y9tFgN32g,1,1,1
1CVhWfcbzaKchsBFMrJUpvaHSjkc649Wax,1,0,0
13pVgmQTNCEmXgihHAqbWGRhF8LovddwZ6,1,1,1
1BfZku7UwY2jkwvhy3VJ78dWRyz4xzJ56N,1,1,1
1Gs1M3uUohCKzaLJA4WWEUriFvkPco3oEn,1,1,1
1GkTDHb3inmhmS7p5BGNUq3cFRWYQTwnk3,1,1,1
12mnf91pi1gYKQBcAdMAgQQGFGWesKEzhV,1,1,1
16FDVVTJ43wmfCc31XnNXLnvJU3iEtwUDH,1,0,0
1DHXxHQTcuhnCgRa7UaENHV64FkKwfeHxk,1,0,0
13JfAXbYBzbwpR1Uw5gvQwV9FSsejorcir,1,0,0
3Qp9xmxZLpZoRdBxFsq4FtDfKQGbZ6WKhK,1,0,0
3EiDoQ9DW8m4XYbBVNx4aT83kZ8hs4ezEW,1,0,0
1iUBJkz4F1YxLwGiLPRK9GHDRpsipNGdJ,1,0,0
1FrraZvGh7vkuaSGuxMP53v8FoP53nhp4x,1,0,0
1HE2PWGmmgkapturb9Vk9wd7umRtuEyQyW,1,0,0
1F5oFb3YCjtkmhrMa7WedmvyQtxX4MTSsu,1,1,1
1GMNbCpBx4dUnwsQfHx7G1J4bbf1fJWVDA,1,0,0
1CTdYxtB7Ko4XxhbtzHGX7zpZQW68JYru6,1,0,0
1My4eFSP8UJLQSE5U7mCK5zMr9tcyZH8Ea,1,0,0
1Ny1YU6qmnCGkBY2vPEsAvnbcCArzPMgyS,1,0,0
1LPJAZZPsmEVYVEAg895Lr658hwM6AoFCv,1,0,0
1KerrhRbJNbiwjNX715GZnEYzUKZQVKnAN,1,1,0
1K6D4gpYGNfJENsR87bbAtpBkxCxaorPK1,1,1,1
1JpG4w6KTZjtPcdpMHWmKMgGYiaxakHwYg,1,1,1
13BD83td6YwtaGQb7R8ihB7FXsHoPRkSZa,1,0,0
17UNNzHrwVfVG9EgP3uq9eC8zFSHGSU4HW,1,1,0
1MxgpvUFQyonUZQXNPG1UGzD9LfbFmr9tH,1,1,0
19n3tojsb2YPCLAuKM2qgNRvD9PfheMS3k,1,0,0
1JG6GYQbn5kuRkdTgAjmBtc7dyb334z6Vf,1,1,0
1MF7hnLpLJ6hBM5PBPfDhZmDGDfoXShgzq,1,0,0
39MyiyHFjVcdQKW9X2bNAz6K5V7sPm9QtG,1,0,0
32aAuPPwpXQpSBQgfgC5GeNGdXxFFpf8JR,1,0,0
3M84Vm3YFDmz6KaygDFJHb63B1ifCSA14Y,1,0,0
16jaQjcmTFV1hpqAKQYjQYRTVv2Ybb5FNG,1,1,1
1NVYkeQ4HbxQudvbvYMusXuCcEw9uxoRpq,1,1,1
1Em69Tj8u3mnd5ujLmks5JiAq8dwgdjM4G,1,0,0
1CjWwLjfauVoK9Wa44LFnGRrNuKyECFy6J,1,1,1
18j1tSmbyojKTpSQp1o13w8DtVwheJfoMQ,1,0,0
1JadEQ13zBzKJMQ9YzCAU81MhWZbni5RQt,1,0,0
1AkrstujiZgkMM12VshSxQehSuzQi6s2TS,1,0,0
1EnJMR12HMbh4nhpEa8vkDTBHxXvtMsury,1,0,0
1GxPE3LJjvZ7NhbJGpJSkGPK6Uq6mjx6ij,1,0,0
34h1v6TWNd5k4uSLcLsVQytskVK5VQgmwb,1,0,0
17P7coVonr6cpjumpjZdExuV9tnBkPg1kj,1,1,0
17tgiKVR6e2om8GxdW2zdSNSfEqgjmAkWn,1,0,0
1QE1J1oCLR2Sxoy2679qvkxvup9vryU3iT,1,0,0
1FKqqqZp8sWWvyDB9pVTbA63vUn2oBxzkr,1,0,0
1E3z3VqCwfKVc7g9VGTUAqLzaj1BH7XEph,1,0,0
141FMeMYVLfB6t64VhaziBgkfbPwYzeLqV,1,0,0
1LagNQxaetc4CALv5VoHwR6XgyURvQxnaK,1,0,0
1Ld27L9mhyMUmphDR5K6gwwQrRkDoKyHvY,1,0,0
14k274gwCUg8jCLQSWcnaZe7UQxXP12mf7,1,0,0
1oTDXsRsmfyTn4L6yo8YW6gx2NcLGaheh,1,0,0
1FN2kPA51T7ptLuaQiPiAjLMgJmxKBxvN8,1,0,0
1Cht36nVzP2JTN9gwC5WcrSPthKU1FHwux,1,1,1
1HNSTUe6pBexKVjqpcDEn7Fi1EwzDv6LGb,1,0,0
1RCHrxceokFrorQ6jRojLP57Hxf2CqoVH,1,0,0
1NzsqgySN3QZtZfRj1RNLt17weQqqYiT26,1,1,1
1LttZCMpcvAGw67JKXzj3rLnsq4dViLD1a,1,1,0
1PY2xC8MRs5qXWa7DCCXq9EjgREuCDWHx,1,0,0
1GiD7JyF1Vy3kfD3hFcL1GCEH4pJxUs2XE,1,0,0
1PystDsotRNbadofFp99tkq59JG5w6vQ25,1,0,0
1GYYLrUJgevjpGGFAcGKSKuYJCs3DPDHVH,1,0,0
1LWs45EL3Z6q9TNvuzsMk3XuxEkgQth1J4,1,0,0
16eTcnCrcna4W2fyX1QrS5cpGkpVELA3SF,1,0,0
13N77Rtof2Z2EJ9k6yLv5xXoUAF1x9FN7V,1,0,0
12uXLrmXgEdkjygG3pn5H6UmzVoAWj5Ffk,1,0,0
16FRrw7AeUQwribGZc1zVVkN5DgDqE6kQH,1,0,0
1Fe5uTvZntwgtiTD5c6Mg7qLfCw9q3ZTGd,1,0,0
15XyqBbq775D3kzdamTM8oeCwm3Joez2sj,1,0,0
19MPGhWddhtrjbvkFNLr6bMF8FTnRxS9q2,1,0,0
15urt86WPuBzeBbkDMP6StCFJr8GBtrLkV,1,0,0
1JoJNAQgAEkzLr4g184DcnJia3YACvNPL1,1,0,0
1AmQ6QCeGsJe94YBYDFXjn19aouRDdnYSN,1,0,0
17xCKd6mrwBF7xf1DNUXwTFsaVzv4qbPvX,1,0,0
1JTwQ9VCeXGbuPNtUz4kVbcWTiJJXZu1SV,1,0,0
1DupTc51XrzxcDbAr5vFCUo21PVZmapG8i,1,0,0
16D7KPJgtudmh5z7oNwVcRpfwyK18yDsth,1,0,0
1HVXWHLXCKVS4ksigRT7Vd5nod8ExoGP3p,1,0,0
1P7i2sW94HMkBSgMF7QF4AfLM9dJ4FJg1u,1,0,0
1EgugVLUorsrffTxvBj1GQfhWJFbJPwfAL,1,0,0
1AzdfifizARTrqHokRXxwYGmknKQ3NAZdJ,1,0,0
1GaycWsC2QYDzMWp7aNDNG7p727gELZrs4,1,0,0
1PJtZFgm6cQwpudsad85FtVepxW5uuAaij,1,0,0
1PWJJeHBN48cWBCjma6S2zBgLZTNDfoQU7,1,0,0
16RJ41BVzNt2W9WxpCXAivUGhDK2xvEXkG,1,0,0
1MhKrboWUGp7Nc1D9znyna42DsJfU6MW2L,1,0,0
1JSHADkcSo1AduUkgWMpyNSD1HSDH9LrZJ,1,0,0
19mBtWBVTLtqM1ZR1HKtRptyFBkLA1mdLz,1,0,0
1M89nqhu6AxxjgiuYGAtB9hxpKaFriAhGu,1,0,0
1ELyiTFgVs2jXtLB9HU3LEZZa5NSQiYgU9,1,0,0
12JewzYgbYtjPTxnjt3M8yRPzpnaMUe3pj,1,0,0
1Q3vpDFp5R6xQ3iGACkEVQCJvpGwutuoej,1,0,0
1NVvn2tgiR8Cnq73qQ5ukr4geECzrdeKmL,1,0,0
1LUvJmsNKVV1UPKPX5UvQu5RRfeukFFZHk,1,0,0
1CrJMXsc5UgCEmA9rzcxRvXzg9yBxdgWsc,1,0,0
14tsEicsTj4UGZo68PRYbqKnGtKjJKRdRs,1,0,0
1LJQ6wLJgqTs8vVKX2QiCuYAzbiyvMC51S,1,0,0
3DaiKRDtpfMVvTMBirntffzxpJBaiRvf65,1,0,0
1PHqcaEDhrnxCcx17wruzauRZqi6QhKyvM,1,0,0
13wDJCiwKMxpuZy6ZvJYNKsxHAFGs5HGdB,1,0,0
1FYx7TyX6Vvgm9J4xtjXoNFeaotie3sCi9,1,0,0
16hCVVrijDEWJEjjdZSrHHhuBFi7i8pW73,1,0,0
19N6VhAuFYyk8bHuTfuzMA93HaW4919aq3,1,0,0
1A49qTZ7nNy4Bhf9g7uQq913GNkAWn8vaW,1,0,0
14Z1fHqHfHXceqn2d59eMfoEYWsJMW9cuV,1,0,0
1NecYpB85mG49RFRxL7VW4NdtxCnogk39j,1,0,0
141DyeeB2Bs3kUQTaRtLfTZyB9E6AyVnEF,1,0,0
1MN8nYwP7RAD498JtWmKBEhVWbGCFWQsFN,1,0,0
17w5EVgBXGBoMCLJnjayEUaLxW2o6KhRag,1,0,0
1NSrYdhrr8YDDm9K8EpMqMqUTVSir5odBj,1,0,0
1KMXykLpe3ELgUhZ5b8RgkEhb5Rnhr4ZDw,1,0,0
1FQ6sa1u13QHyiVgjWaxYwz1ncXkrM85pW,1,0,0
1H2DN58WNjpUFfLu6xTEJJkQBr2XeYXS9D,1,0,0
1B7P3cLigChKGaRHM3nL1hVLw5P65rj9kM,1,0,0
14UJdMYVcsNkKUJpL82jHPcME7nKH77qTu,1,0,0
1Ji2ukXLXV6rprvyV78FneJrfU5n82g9aj,1,0,0
156ZdB6nN71sZa2cGZ498D9yLAJbVXeZgx,1,0,0
16BQJetwD7vGe29B3d4Wn1EUqBP8FGZuu4,1,0,0
12Lm8Z13wBp5mn6pmVrYZXi8Dhb27cdESG,1,0,0
1NtrdUugZFzMLy3CwpsTxfbqAavhEwTYcW,1,0,0
17qcsjpKwUoufjRE7GRbNUqNTDdZMf8WMF,1,0,0
1816We1YynWMLFGZhm2Z36QM4BAo2gE2j4,1,0,0
1AFWdagprBTwZXi2BHM6LQU3oroT3T4kSu,1,0,0
18B2StqFepQoHdYX53arZzG8iXmWzJ2tfi,1,0,0
16oF1Zscj87LnwrRtVYV9HC9sociEdq2Pn,1,0,0
1CrBdbeXDf8g4CM9ug3gSVZHf7xfrpG2ST,1,0,0
128vcuAbgCeuNeJEhQUJZsnP6vWGRwUZ4i,1,0,0
1AgaSZuEeWXJzZ1UBnYts32yuPMd3fkre2,1,0,0
18SFHQYpQV2PDQqExQFKg9hnGexewfaLxz,1,0,0
1NUepzqaamPib3ccyQssr34FJTNCua3pft,1,0,0
15ZfbrEvHX7ewaNVC384dxkMrm9S4CSMmL,1,0,0
1NGJCrXb9SrVorjwdKnPWJiRpe1DdCpvnW,1,0,0
115qiA2fmwmUfpzHvbkDCouF3b96YkEmVF,1,0,0
1GxLXrN9xVz2rEcd9HMhSB6XqxHpPCAoDY,1,0,0
12K1P7QcGQ78ytRf9nvXKsfzAxy46rKjHL,1,0,0
1JWigcGfzPeDbf47tUqQoWngmUwx9pGHeG,1,0,0
1DetHodL36QGPtn4CrmFyYbx2iKRqbKeXp,1,0,0
1KBqNeKVKaDziMjn6h18H4tzrX4Kw17emk,1,0,0
13rTgzzLMcgX3qxKjCAoruB9diz1SDaSUc,1,0,0
1DHxMjkb5YqZXXSj5DoVRcTDwqsTqv4Dii,1,0,0
19XEkmHA7TfUzHj8Way6vBqSMpvqjprSpN,1,0,0
1Cx1ptS8tYUC4uqPJkWbCRqRQfFMfaMjC8,1,0,0
1GWuVmZUSXZPqpyJ9raWEewhKSGQCtvWS6,1,0,0
12goWbxANZz9KiEAaZLTk5uuXoKufkKxxx,1,0,0
1HN1xcjiEodW84fkxH29B1pQR4xVGrzeSV,1,0,0
19JLxDkCfn5x667xCeSgmYNop4WLR3ci27,1,0,0
17jTnSmbKQ6b3gFZ5ygekg7zFsRaeiQD3p,1,0,0
38wK71ExkBchC7VXDdsKAkiGRCcEpzNpDK,1,0,0
1EZHDnET3b2DknF7ytnAYMXFGMZyWo6AxS,1,0,0
17Rs52BSz83PJYr8S52ngqZiUDfrWfwEyS,1,0,0
1EtYTqUMmQ4xoZmNKPd1D7qf9Q4Y1CGM7h,1,0,0
1A28AdUnRN17JVs8Rkp1UBn1EJ46we47Ac,1,0,0
114KoFF2RJjtJbEtnsT4t5Wb9VHQUbwGuS,1,0,0
1K178cvzF9wxCc6YNkVVJ9SmaLqkcLgV6a,1,0,0
1JMTT6TDmAddJnn6zkJ2XxdC6UiPrdKNpk,1,0,0
18SgD3NXCfjmYbs5VV8YdrnW8ik8hfAnMm,1,0,0
1KT1ob3ysinby4a6LYQyLDCn5QsgbD2G4m,1,0,0
1L8BommTpj5kc7bJ99KD9wMszwhiAs6xgg,1,0,0
1Pcq8yWyyVyi3duvSMdkfUyRx6uDmRXLbT,1,0,0
1bMCUo14iY33hcJ4nscLPHGsJVckodUeu,1,0,0
14jhyRV6xAZnzDAceRCiYqTJZYLgPcYRBW,1,0,0
1D9AULo4m9JWeWK4Gjg1J6mS3Z71WqYMS,1,0,0
15pSBvRTfYo1JHEZmy7sEbdqFhceN8EAbr,1,0,0
1Gm7M5xtvdPYFrSRgDH1WkpDfE6SocBzKD,1,0,0
1CRmmDptqxufmjGKLckxcrnDR4e53k1ttA,1,0,0
1G7CNnkWi89bmmXhz7rYZ34X3wfFAw2mCb,1,0,0
14aisbN3heeT4vDfBMG1QXDPGjRqbgrhXS,1,0,0
19gySwttVTe65Jad47UmKsh8UNxJ9Sj9e7,1,0,0
1A5L6x6bPKdg7fYdbGbCP6K1oKB6o2oyS8,1,0,0
1AUxTVQ61v6bbCKAB4FuLKmHHzZASFrZNs,1,0,0
1GSPVoiXdcAfEtfSKthA1KLLvjCzSzjb3t,1,0,0
3AqgerAxLfDP1BUwuNaMiJjWMm5zXdR9pt,1,0,0
1MvgnfPu1rCebc6f5RFYaw6ufKQWUT5iHP,1,0,0
1D39G4LkXQpAxCWVx1PzZCLsiWpCctGpjN,1,0,0
1LXsmJmLb7sCZ6oKe7ASDNubnqraFgAR3t,1,0,0
1FzwX85QJSY2jLNkmz5ANgVhYXsfiAj41p,1,0,0
1AY64djbvkQxPe3SY1JoRpEoYGBDGr3gFj,1,0,0
12uP57F6k2rSm6Esyck52FYTmeDChvg4Jn,1,0,0
17DN116diF6YK6QRLwYeySGG6c1FPcwnZs,1,0,0
1DPg1ubYccwfKEybjATBTWD5ixvJ2ZAEm3,1,1,0
1J4kESFXgwS9wkVYSymBBtcX8UrYkSZNPN,1,1,0
1BPej1pv8UQseVs2Gpdmz56cxNZzUzatFW,1,1,1
17kpBzSHm5YSyZLfLiotAicriJMtg3ecQD,1,1,1
1CHUQep8juxQNYXn3Kwgpr36wG6qzwEmxj,1,0,0
1uYjKrw5NNhta2o3Wh1sKJMhnfUA6hs6q,1,0,0
12pbLViy7WLPpN8Nzs5W2iw8GgtTyCTdUf,1,0,0
1MVpg4RjsWX6juoasEbcdCPcYXCJF2wgbJ,1,0,0
1HjbcXbX3aHDpXZt4WPmHZU7z9RxuTj8YE,1,1,1
15fDCDdLL48MXw4hsgN9R1FiADGrhKJxK7,1,0,0
1Ep6tU33FWWE4ThVmS4C287z7BiTPbsUXr,1,1,1
19QdiAj6ZS4PtXGW53uVfPmPjbzd69GDTt,1,0,0
12L3bekStPxHrwCtuxL3NKHVVtFYYE2Duz,1,0,0
3FhoFCBPktQiXeKwoEw1DwaaCWYr4ZF2ZQ,1,0,0
1D1yRMuoDrFgDZmU9h89YbxdtV4zSRUzec,1,0,0
1PXKQEBNKHWrSBi6w6jEmkK1J7VtP463Ho,1,0,0
1GnJZVXLSxkwgPNht8nPuMBtpAfH12TU42,1,0,0
1B7zcaZAwMXxgVnzsN6o9Su2R8umXRfWut,1,0,0
1Bm9XF1nj8MEGbaAC3fTpjtMQ46WdouZws,1,0,0
1LGp5d3HBViaLY3TW3EYu3sig5CrG3SvD3,1,0,0
1ArVVPbeRuvbfYpkJbpMkW1A3GRcRr78Dd,1,0,0
1HUo54PmRrBpfFY6TgXR2X46Mc2GhRcaYU,1,0,0
1BYiGcqnozDWrmbrhmN9hS43eBbExWqBJW,1,0,0
19aDaa2fuPphCYBGc5hCKji4FLDBZK2NG3,1,0,0
1H9XQURfgM92oW8boTNaJgyKw2zJtGuZLb,1,0,0
1PYVFJyhk4k9EMTVnVSjTgHVk1jAkB9JHm,1,0,0
17LBF6RJ7ay63KK4asU16j5aLdmPHcwCzp,1,0,0
1MEa5rroEWuBQFwhgztN3fnX3fbsx3Kbo2,1,0,0
16SH7SEMG7jqtgB65cCBkq3xEbc2PJZ5yi,1,1,1
148ZouUemgnTcowwPVhJm9YVgqMTz1fciG,1,0,0
1E95DXBF3D8teY6XwejA21fahgCGxvR5R7,1,0,0
1D2S1JDL3T55HcXr5gKSwM29hWimdrcH6H,1,0,0
16QbREF17c64pgvyJPWLmC5DvzF3Ge9YKw,1,0,0
1CJ9uMqGSQiA2EzXPTwhEs45hVDnvHfSb8,1,0,0
15t6jcuAhqmb3y2qriwWzadHBktDJWUDvB,1,0,0
1EDCRsgTWcM1kXW31aqoz165VwCZAZsUt7,1,0,0
1Fm9R3HBFpc15YprT4nLFtF5fwkRyTTeBK,1,0,0
17gPkM52b9BR1uQttskdjurPJka9H39xgN,1,0,0
1DG84T83gGfKz389NNawX2HHXzLiYux3Sq,1,0,0
1LNrq9QYThic48VB3BWwizpBuzhHLuG2Zb,1,0,0
1NdTyKvQaZ3ri4sGZvVFKUWY74hgKUBycF,2,1,1
16yRyDS8HWLmMY15iv2kL76zLXp1wPhWBv,2,1,1
1JaiAJCHuNLxLaAWGEKnzxmagEz4t5jGun,2,1,1
19EjoGY7Ukqq1woCPMTVpxBFv3g3oyPYpM,2,1,1
1FgoFrXnrxiqA3F3YBNNqv48qNgut1CEm,2,1,1
1nms8r2sA2rjHCiJWniwoHBLTHB1DaHbX,2,1,1
1B94dReLNeQzBLcu87goAyg5YJirUs5mpk,2,1,1
16zWKWrAq4KmtKFu75kA4ZsGvhtcVMHgEB,2,0,0
1746QjKN1H5mNxFSmCr1ySFDEnwRoZrUCn,2,0,0
32fCVELidzfWBQ3PvvdqfQDsFU61MiQn1u,2,0,0
16pewhLArvZPvvHA2qk6aSrwVj6xbRDSUu,2,0,0
1GphSVb2bFH5Ao8dnRp2q8X6S7qiLH26dW,2,0,0
1PNV4kaL9LQ3UZ7nRYMRqfJL9WCz8LgYEk,2,0,0
19kf19kLWy17yGP2PqeqM7MUaU3hXec3VA,2,0,0
1HcWANEWnrnLaXT9RfEW6G6UtdnCZ6LBhn,2,0,0
1AHhXtriHFbjksYT7po76EC7jULr3yqkD4,2,1,0
1LJWr9BvcdC9fD5CD6JMhMG1VGZhg6Xm3J,2,0,0
1DXFsWoE6EGHrfvcEXdoz1hQPxmkNLC7Xg,2,0,0
1HMFVwAF2HpNWzyXLEedFRAn1xofpKLmNb,2,1,1
37PMVmY2NzTK3zVQLwVXsyfV4QPEJWYejG,2,0,0
19j12X9P1UAMNam1jBHSPQx2qpX2uhw6w5,2,0,0
16rHsi6RF7C5xkTgwJ9wo6cZeJP5chfxVN,2,1,1
1MVtTGjSdaoWYUMBREu1AdqHUDUutwPvRv,2,1,1
1GhSoWDMGK1SyuLMiQ4odwrsDGjgZP7GMX,2,0,0
12i7TqWp2TQv174QhEh5HNgk2ndDQr2JAk,2,0,0
1NtHN8Tx7MSGZ3XNx5iyNSRqsmQVnb3Ab6,2,0,0
1PaxuW7MQMMGWVKKCRoxMoa6zmv3683v32,2,1,0
1P3N8gwT5Zz9Bv4hhPdkBrJMsf1SxvKrk2,2,1,1
1Kw9JXNczKDqLDd9dRqvtS3GzRkSTZEwy3,2,1,1
1NmbsMvw4cw3RKupkMoJ6mH44TbKG17iCA,2,1,1
12DSHarZGfZpujT2N1QU7FVwbu4gyA5gHG,2,1,1
17JWE9XHyFxcvS74cdXMNyYox4E9ivyMez,2,1,1
184wnPggPRhsNnBucxU5ChZuabCwdYVqPh,2,0,0
1P658n5CJM8RmVs8o6grys1SkyGButRynz,2,0,0
14rcqrnxadeZEyGxVmY8F9VG2VTGTbApK2,2,0,0
1BLyurA7qDxbKG6S3nvbtx9fYhJGySuaJ6,2,0,0
1KLMginNo5D8YhBFZSfLyGeJDYXhZVTp3K,2,0,0
1KZTj4aMVJi858tMEGBtupPHd2hc6skE9e,2,1,1
16i8TgX5RRnDm8pQFWHiqSmQxFwT5zsAaS,2,0,0
13VMmDTzrNhV4aGEAm71ucDLBZYUpjvUhF,2,0,0
12papk4jVKycVykH1sjWc2EKjjwtDzg3RV,2,0,0
3JGYYEGDMS2rJf1vjxTM6FDgizDp6i7udF,2,0,0
3P5Ljx934zSzRSv4nWUAaRWZ3bqFU11F8Y,2,0,0
15bwKoPd49FHsKGvewpxf91zJS2FBZEpjq,2,1,0
1FKrFfn7tWz8VktNRPbL3RzHtvLJkmrVHU,2,0,0
18K9MUSvXtjk9hhrL8pv4Y4e2BRCwGSh6b,2,0,0
1Dtud4ccBno3R1V2KDhwpTzXKxRkr6k9r4,2,1,0
1M8wbPbJCNUPbpjKZ9iM56XBHdR32qKmyJ,2,1,1
1M6fXSWo4f65zkMGDQNrs9V6EspgXoXuNN,2,1,0
14r795fMFvG35cxXik9iyE1gWGWxz3brgp,2,1,1
1Hk59oCpQb4tUd5YqLuwXeVfPfAzdNaoJV,2,1,1
1C64uCeC9YsEPjpXP3auRjQWaPUUrQwRFp,2,0,0
